,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address ZIP,Address Borough,Community Board,Council District,Census Tract,Longitude,Latitude,Location
116,Business,4/30/19,Active,2/8/10,Sidewalk Cafe,A & D WINE CORP.,65,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.98954803,40.72604093,"(40.726040933352074, -73.98954802586807)"
117,Business,3/8/19,Active,1/19/10,Sidewalk Cafe,"CAFE MOCHA, INC.",116,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.9881731,40.72788528,"(40.72788527674125, -73.98817310339533)"
118,Business,5/15/19,Active,6/30/09,Sidewalk Cafe,"SHARAKU, INC.",14,STUYVESANT ST,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.98921188,40.72986160000001,"(40.729861602951175, -73.98921187626529)"
119,Business,4/15/17,Inactive,4/1/09,Sidewalk Cafe,58 2ND AVE REST CORP.,58,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.98971764,40.72577471,"(40.725774707199776, -73.98971763642615)"
120,Business,5/1/19,Active,4/30/08,Sidewalk Cafe,"MEATH TRAILS, INC.",61,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.98963463,40.72592017,"(40.72592017187683, -73.9896346333224)"
121,Business,3/25/19,Active,6/20/07,Sidewalk Cafe,88 2ND AVE. FOOD CORP.,88,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.9889093,40.72686979,"(40.72686979013676, -73.98890929647672)"
122,Business,3/31/19,Active,5/16/07,Sidewalk Cafe,EAST PUB INC,359,BOWERY,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.99161162,40.72687551,"(40.72687550822756, -73.99161161747732)"
123,Business,4/15/19,Active,4/16/07,Sidewalk Cafe,"POINT JUDITH, LLC",96,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.98872886,40.72711955,"(40.727119545460916, -73.98872885892602)"
124,Business,12/15/19,Active,3/1/07,Sidewalk Cafe,"KITCHEN TABLE, INC.",88,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.9889093,40.72686979,"(40.72686979013676, -73.98890929647672)"
125,Business,9/15/17,Inactive,3/1/07,Sidewalk Cafe,HAVELI RESTAURANT INC.,100,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.98863864,40.72724305,"(40.72724305063554, -73.98863863987745)"
126,Business,8/16/18,Active,11/22/06,Sidewalk Cafe,"78 SECOND AVE. SANDWICH SHOP, INC.",78,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.98921964,40.72644713,"(40.72644712708479, -73.9892196447813)"
127,Business,5/8/19,Active,5/5/06,Sidewalk Cafe,"TWO AND EIGHT GOURMET, LTD.",132,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.98759929,40.728681200000004,"(40.728681195632056, -73.98759928946133)"
128,Business,9/15/16,Inactive,3/29/06,Sidewalk Cafe,92 ADRIANNA INC.,92,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.98881908,40.7269933,"(40.72699329545698, -73.98881907810069)"
129,Business,3/6/19,Active,2/10/06,Sidewalk Cafe,"N.Y. RESTAURANT SUPPLIES, INC.",8,STUYVESANT ST,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.98939589,40.72983692,"(40.729836917244995, -73.98939589166952)"
130,Business,4/15/20,Active,2/10/06,Sidewalk Cafe,"MSD ENTERPRISES,INC",118,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.98804318,40.72806367,"(40.72806367247522, -73.98804318478493)"
131,Business,12/15/16,Inactive,3/2/05,Sidewalk Cafe,A & Z RESTAURANT CORP.,65,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.98954803,40.72604093,"(40.726040933352074, -73.98954802586807)"
132,Business,12/15/18,Inactive,2/4/05,Sidewalk Cafe,FELLOW TRAVELERS LTD.,83,1ST AVE,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.98654632,40.72587319,"(40.72587319157503, -73.98654631912504)"
133,Business,9/15/19,Active,3/5/03,Sidewalk Cafe,VESELKA ENTERPRISES LTD.,144,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.98730335,40.72909288,"(40.729092876756894, -73.98730335467506)"
134,Business,12/15/20,Active,6/21/18,Sidewalk Cafe,TRIBECA BAKERY LLC,452,WASHINGTON ST,,NEW YORK,10013,Manhattan,101.0,1.0,39.0,-74.01026766,40.72399336,"(40.72399336100704, -74.01026765772984)"
135,Business,12/15/19,Active,12/22/17,Sidewalk Cafe,THANA REST INC.,190A,DUANE ST,,NEW YORK,10013,Manhattan,101.0,1.0,39.0,-74.0103929,40.7174224,"(40.71742239702154, -74.01039290426914)"
136,Business,12/15/19,Active,3/6/17,Sidewalk Cafe,AEMAL LLC,385,GREENWICH ST,,NEW YORK,10013,Manhattan,101.0,1.0,39.0,-74.01015524,40.72021109,"(40.72021109395703, -74.01015524111843)"
137,Business,2/16/19,Active,1/5/16,Sidewalk Cafe,"SWEETGREEN NEW YORK, LLC",413,GREENWICH ST,,NEW YORK,10013,Manhattan,101.0,1.0,39.0,-74.00992814,40.72135293,"(40.721352933445644, -74.00992813583338)"
138,Business,12/15/19,Inactive,7/2/15,Sidewalk Cafe,"355 GREENWICH BAKERY, LLC",355,GREENWICH ST,,NEW YORK,10013,Manhattan,101.0,1.0,39.0,-74.01037509999999,40.71889908,"(40.718899079408246, -74.01037509716315)"
139,Business,12/15/16,Inactive,8/20/14,Sidewalk Cafe,"AFNYC, LLC",205,HUDSON ST,,NEW YORK,10013,Manhattan,101.0,1.0,39.0,-74.00836274,40.72381511,"(40.723815105872475, -74.00836274312697)"
140,Business,4/15/16,Inactive,8/6/14,Sidewalk Cafe,LAIGHT RESTAURANT CORP.,429,GREENWICH ST,AKA: 62 LAIGHT ST,NEW YORK,10013,Manhattan,101.0,1.0,39.0,-74.00974067,40.72222029,"(40.72222029313694, -74.00974066701161)"
141,Business,4/15/18,Inactive,7/25/14,Sidewalk Cafe,SILMOR ENTERPRISES CORP,361,GREENWICH ST,,NEW YORK,10013,Manhattan,101.0,1.0,39.0,-74.01034266,40.71909396,"(40.71909396025184, -74.0103426601329)"
142,Business,5/15/15,Inactive,5/31/13,Sidewalk Cafe,MVNBC CORP.,189,FRANKLIN ST,,NEW YORK,10013,Manhattan,101.0,1.0,39.0,-74.00970418,40.71938496,"(40.71938496033709, -74.00970417761614)"
143,Business,6/30/15,Inactive,5/30/13,Sidewalk Cafe,"SALAAM BOMBAY, INC.",317,GREENWICH ST,,NEW YORK,10013,Manhattan,,,39.0,-77.51958437,40.11238534,"(40.11238533659802, -77.51958437167269)"
144,Business,12/15/15,Inactive,5/8/13,Sidewalk Cafe,LDV GREENWICH LLC,363,GREENWICH ST,,NEW YORK,10013,Manhattan,101.0,1.0,39.0,-74.01033185,40.71915709,"(40.719157090690274, -74.01033184746368)"
145,Business,12/15/15,Inactive,5/1/13,Sidewalk Cafe,"PACHANGA, INC.",450,WASHINGTON ST,,NEW YORK,10013,Manhattan,101.0,1.0,39.0,-74.01028208,40.72391925,"(40.723919251263105, -74.01028207729765)"
146,Business,4/15/18,Inactive,2/23/12,Sidewalk Cafe,"ZUTTO SQUARED, LLC",77,HUDSON ST,,NEW YORK,10013,Manhattan,101.0,1.0,39.0,-74.00887071,40.71838868,"(40.71838867985726, -74.00887071228594)"
147,Business,4/15/20,Active,2/23/12,Sidewalk Cafe,NO MOORE OYSTERS LLC,71,N MOORE ST,,NEW YORK,10013,Manhattan,101.0,1.0,39.0,-74.00984497,40.72009035,"(40.72009035150644, -74.00984497435196)"
148,Business,12/15/19,Active,3/10/11,Sidewalk Cafe,"SARABETH'S TRIBECA, LLC",339,GREENWICH ST,,NEW YORK,10013,Manhattan,101.0,1.0,39.0,-74.01049764,40.71821562,"(40.71821562314176, -74.0104976436534)"
149,Business,3/19/15,Inactive,10/20/10,Sidewalk Cafe,"MARYANN'S 353 MEX, INC.",353,GREENWICH ST,,NEW YORK,10013,Manhattan,101.0,1.0,39.0,-74.01040753,40.71869871,"(40.718698709031244, -74.0104075331465)"
150,Business,4/15/19,Active,8/6/10,Sidewalk Cafe,MVNBC CORP.,189,FRANKLIN ST,,NEW YORK,10013,Manhattan,101.0,1.0,39.0,-74.00970418,40.71938496,"(40.71938496033709, -74.00970417761614)"
151,Business,4/25/19,Active,6/16/10,Sidewalk Cafe,TECTON CAFE INC.,460,GREENWICH ST,,NEW YORK,10013,Manhattan,101.0,1.0,39.0,-74.00948835,40.72376287,"(40.723762868218586, -74.00948835081698)"
152,Business,9/15/19,Active,7/24/09,Sidewalk Cafe,GREENWICH HOTEL RESTAURANT LLC,377,GREENWICH ST,,NEW YORK,10013,Manhattan,101.0,1.0,39.0,-74.01022733,40.71978291,"(40.71978290515053, -74.01022732632511)"
153,Business,4/25/19,Active,12/16/06,Sidewalk Cafe,"GIGINO, INC.",323,GREENWICH ST,,NEW YORK,10013,Manhattan,101.0,1.0,39.0,-74.01070313,40.71738669,"(40.71738668671694, -74.01070313448439)"
154,Business,12/15/17,Inactive,6/16/05,Sidewalk Cafe,NONNA RESTUARANT CORP,190A,DUANE ST,,NEW YORK,10013,Manhattan,,,39.0,-77.51958437,40.11238534,"(40.11238533659802, -77.51958437167269)"
155,Business,9/15/15,Inactive,2/17/05,Sidewalk Cafe,"HARRISON GREENWICH, LLC",355,GREENWICH ST,,NEW YORK,10013,Manhattan,101.0,1.0,39.0,-74.01037509999999,40.71889908,"(40.718899079408246, -74.01037509716315)"
156,Business,9/15/20,Active,6/21/18,Sidewalk Cafe,PURE GREEN NYC 10TH STREET CORP,152,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,40.0,-73.98701825,40.72947711,"(40.72947711076323, -73.98701824572565)"
157,Business,12/15/20,Active,4/18/18,Sidewalk Cafe,"WAGAMAMA NY 55 3RD, LLC",55,3RD AVE,,NEW YORK,10003,Manhattan,103.0,2.0,40.0,-73.98884006,40.73099515,"(40.73099515143394, -73.98884005540712)"
158,Business,4/15/19,Inactive,9/6/17,Sidewalk Cafe,oishi village sushi,199,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,40.0,-73.98572618,40.73128575,"(40.731285751578305, -73.98572617736247)"
159,Business,4/15/19,Active,4/18/17,Sidewalk Cafe,LOVE MAMAK CORP,174,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,40.0,-73.98629643,40.73047063,"(40.73047062859094, -73.98629643194597)"
160,Business,9/15/20,Active,2/23/17,Sidewalk Cafe,177 1ST AVE LLC,177,1ST AVE,,NEW YORK,10003,Manhattan,103.0,2.0,40.0,-73.98407413,40.72928461,"(40.72928460831135, -73.98407412508558)"
161,Business,3/18/19,Active,6/23/16,Sidewalk Cafe,JOYFUL EATS LLC,179,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,40.0,-73.98623507,40.73059139,"(40.73059139050189, -73.98623506928112)"
162,Business,9/15/18,Inactive,4/20/16,Sidewalk Cafe,WEN ZI INC.,157,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,40.0,-73.98698576,40.72955396,"(40.7295539602529, -73.98698575829097)"
163,Business,4/15/18,Inactive,1/5/16,Sidewalk Cafe,DY SCHNITZ LLC,177,1ST AVE,,NEW YORK,10003,Manhattan,103.0,2.0,40.0,-73.98407413,40.72928461,"(40.72928460831135, -73.98407412508558)"
164,Business,4/15/17,Inactive,10/9/15,Sidewalk Cafe,"DUMPLING 2 AVENUE,  INC",188,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,40.0,-73.98601131,40.73086309,"(40.730863094296424, -73.98601130956717)"
165,Business,4/15/20,Active,6/13/14,Sidewalk Cafe,MSB RESTAURANTS LLC,151,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,40.0,-73.98709042,40.72941673,"(40.72941673425345, -73.98709041836926)"
166,Business,12/15/19,Inactive,5/7/14,Sidewalk Cafe,"LA MERIDIANA I, LTD",176,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,40.0,-73.98625673,40.73052826,"(40.730528263719364, -73.9862567309466)"
167,Business,9/15/18,Inactive,1/16/14,Sidewalk Cafe,ATLAS HUGGED INCORPORATED,213,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,40.0,-73.98533277,40.73182642,"(40.73182641884441, -73.98533277051997)"
168,Business,9/15/17,Inactive,12/24/13,Sidewalk Cafe,2ND AVENUE SENG CORP.,174,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,40.0,-73.98629643,40.73047063,"(40.73047062859094, -73.98629643194597)"
169,Business,12/15/15,Inactive,5/14/13,Sidewalk Cafe,"ALDER RESTAURANT, LLC",157,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,40.0,-73.98698576,40.72955396,"(40.7295539602529, -73.98698575829097)"
170,Business,12/15/18,Inactive,8/27/12,Sidewalk Cafe,DUCKS EATERY EV LLC,351,E 12TH ST,,NEW YORK,10003,Manhattan,103.0,2.0,40.0,-73.98470164,40.73051434,"(40.73051434384185, -73.98470164119949)"
171,Business,12/15/18,Inactive,4/13/12,Sidewalk Cafe,"LETTA #1, LLC.",160,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,40.0,-73.98673313,40.72986134,"(40.72986134404334, -73.98673313348834)"
172,Business,4/15/15,Inactive,3/14/11,Sidewalk Cafe,BIG DUMPLING CORP.,174,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,40.0,-73.98629643,40.73047063,"(40.73047062859094, -73.98629643194597)"
173,Business,4/15/16,Inactive,12/29/10,Sidewalk Cafe,CHURCH & LOUIS INC.,180,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,40.0,-73.98617372,40.73064079,"(40.73064078874551, -73.98617372120093)"
174,Business,4/15/20,Active,6/2/10,Sidewalk Cafe,EAST COUNTY LOUTH INC.,103,3RD AVE,,NEW YORK,10003,Manhattan,103.0,2.0,40.0,-73.987779,40.73245251,"(40.73245250849258, -73.98777899804624)"
175,Business,3/20/19,Active,5/28/10,Sidewalk Cafe,149 SECOND AVE. REST. INC.,149,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,40.0,-73.9871229,40.72937008,"(40.72937007704444, -73.98712289978198)"
176,Business,9/15/15,Inactive,6/22/09,Sidewalk Cafe,LA MERIDIANA 2 LTD.,176,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,40.0,-73.98625673,40.73052826,"(40.730528263719364, -73.9862567309466)"
177,Business,4/15/18,Inactive,2/28/08,Sidewalk Cafe,211 AVE A RESTAURANT INC.,197,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,40.0,-73.98576949,40.73123086,"(40.73123086183965, -73.98576948682795)"
178,Business,4/15/19,Active,4/15/07,Sidewalk Cafe,PEPRICO INC.,182,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,40.0,-73.98613402,40.73069568,"(40.73069567907519, -73.98613402056519)"
179,Business,9/15/18,Inactive,7/18/06,Sidewalk Cafe,STARBUCKS CORPORATION,145,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,40.0,-73.98719147,40.72927951,"(40.72927950775503, -73.98719146997989)"
180,Business,9/15/20,Active,2/21/06,Sidewalk Cafe,"MANNAGGIA, INC.",163,1ST AVE,,NEW YORK,10003,Manhattan,103.0,2.0,40.0,-73.98437729999999,40.72886196,"(40.72886195745305, -73.9843772992757)"
181,Business,9/15/15,Inactive,2/25/05,Sidewalk Cafe,151 SECOND AVE. REST. INC.,151,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,40.0,-73.98709042,40.72941673,"(40.72941673425345, -73.98709041836926)"
182,Business,3/6/18,Inactive,12/17/04,Sidewalk Cafe,A. VENIERO INC.,342,E 11TH ST,,NEW YORK,10003,Manhattan,103.0,2.0,40.0,-73.98531154,40.72991881,"(40.7299188113451, -73.98531154196559)"
183,Business,5/12/19,Active,9/18/18,Sidewalk Cafe,ROOT NOLITA LLC,371,BROOME ST,,NEW YORK,10013,Manhattan,102.0,1.0,41.0,-73.99615796,40.72022246,"(40.72022245675827, -73.99615796319209)"
184,Business,4/15/20,Active,5/2/18,Sidewalk Cafe,390 BROOME RESTAURANT LLC,390,BROOME ST,,NEW YORK,10013,Manhattan,102.0,1.0,41.0,-73.99690832,40.72054362,"(40.720543616153485, -73.99690831792435)"
185,Business,4/15/19,Active,10/6/17,Sidewalk Cafe,"SAL'S FAMILY PIZZA, INC",384,BROOME ST,,NEW YORK,10013,Manhattan,102.0,1.0,41.0,-73.99657282,40.72040911,"(40.720409113467205, -73.99657282141827)"
186,Business,12/15/19,Active,8/14/17,Sidewalk Cafe,"Tomino, LLC",192,GRAND ST,,NEW YORK,10013,Manhattan,102.0,1.0,41.0,-73.99702743,40.7192426,"(40.719242603448414, -73.9970274255534)"
187,Business,4/15/19,Active,7/6/17,Sidewalk Cafe,153 ELIZABETH HOTEL LLC,30,KENMARE ST,,NEW YORK,10012,Manhattan,102.0,1.0,41.0,-73.99517307,40.72068628,"(40.72068628394274, -73.99517306945903)"
188,Business,12/15/19,Inactive,6/30/17,Sidewalk Cafe,ALSW MOTT LLC,52,KENMARE ST,,NEW YORK,10012,Manhattan,102.0,1.0,41.0,-73.99560236,40.72083177,"(40.720831773358945, -73.9956023608567)"
189,Business,12/15/19,Inactive,4/7/17,Sidewalk Cafe,THE EGG SHOP LES LLC,151,ELIZABETH ST,,NEW YORK,10012,Manhattan,102.0,1.0,41.0,-73.99508651,40.72035691,"(40.720356909209585, -73.9950865120281)"
190,Business,9/15/19,Inactive,2/16/17,Sidewalk Cafe,"FOOD COMMISSION, LLC",30,KENMARE ST,,NEW YORK,10012,Manhattan,102.0,1.0,41.0,-73.99517307,40.72068628,"(40.72068628394274, -73.99517306945903)"
191,Business,12/15/18,Inactive,7/26/16,Sidewalk Cafe,"KALE NYC, LLC",371,BROOME ST,,NEW YORK,10013,Manhattan,102.0,1.0,41.0,-73.99615796,40.72022246,"(40.72022245675827, -73.99615796319209)"
192,Business,12/15/20,Active,7/19/16,Sidewalk Cafe,SAPORI D'ITALIA OF NYC INC,105,MULBERRY ST,,NEW YORK,10013,Manhattan,102.0,1.0,41.0,-73.99840192,40.71742011,"(40.71742011026874, -73.99840192418509)"
193,Business,3/14/19,Active,7/5/16,Sidewalk Cafe,JOYFUL EATS TWO LLC,380,BROOME ST,,NEW YORK,10013,Manhattan,102.0,1.0,41.0,-73.99642852,40.72035147,"(40.720351469142805, -73.99642852225115)"
194,Business,9/15/20,Active,3/28/16,Sidewalk Cafe,SPRING SOHO INC,98,KENMARE ST,,NEW YORK,10012,Manhattan,102.0,1.0,41.0,-73.99708866,40.72133686,"(40.72133685614058, -73.99708866145748)"
195,Business,9/15/20,Active,1/14/16,Sidewalk Cafe,Elmer Kennedy LLC,86,KENMARE ST,,NEW YORK,10012,Manhattan,102.0,1.0,41.0,-73.99670626,40.721205100000006,"(40.72120509742076, -73.99670626166723)"
196,Business,4/15/17,Inactive,6/5/15,Sidewalk Cafe,GENUINE GRAND ST NYC LLC,191,GRAND ST,,NEW YORK,10013,Manhattan,102.0,1.0,41.0,-73.99718255,40.71927554,"(40.71927554446172, -73.99718254637112)"
197,Business,9/15/19,Inactive,6/4/15,Sidewalk Cafe,MARGHERITA CORPORATION,197,GRAND ST,,NEW YORK,10013,Manhattan,102.0,1.0,41.0,-73.99689395,40.71917947,"(40.71917947045838, -73.99689395124493)"
198,Business,12/15/17,Inactive,5/19/15,Sidewalk Cafe,390 BROOME RESTAURANT LLC,390,BROOME ST,,NEW YORK,10013,Manhattan,102.0,1.0,41.0,-73.99690832,40.72054362,"(40.720543616153485, -73.99690831792435)"
199,Business,4/15/19,Active,4/30/15,Sidewalk Cafe,"TAVA CAFE, LLC",202,MOTT ST,,NEW YORK,10012,Manhattan,102.0,1.0,41.0,-73.99554821,40.72138072,"(40.72138072302072, -73.99554821049932)"
200,Business,9/15/17,Inactive,4/11/15,Sidewalk Cafe,BOWERY RESTAURANT GROUP LLC,146,BOWERY,,NEW YORK,10013,Manhattan,102.0,1.0,41.0,-73.99451301,40.71919859,"(40.71919859492073, -73.99451300637143)"
201,Business,9/15/17,Inactive,4/8/15,Sidewalk Cafe,BUONA NOTTE INC,120,MULBERRY ST,,NEW YORK,10013,Manhattan,102.0,1.0,41.0,-73.9981494,40.71778516,"(40.717785159566695, -73.99814939642602)"
202,Business,4/15/17,Inactive,1/28/15,Sidewalk Cafe,SALS FAMILY PIZZA INC,384,BROOME ST,,NEW YORK,10013,Manhattan,102.0,1.0,41.0,-73.99657282,40.72040911,"(40.720409113467205, -73.99657282141827)"
203,Business,12/15/16,Inactive,8/6/14,Sidewalk Cafe,"LASSO NYC, INC",192,MOTT ST,,NEW YORK,10012,Manhattan,102.0,1.0,41.0,-73.99567089,40.72106234,"(40.72106233569299, -73.99567088988665)"
204,Business,12/15/16,Inactive,7/3/14,Sidewalk Cafe,BLUE BELL RESTAURANT LLC,153,ELIZABETH ST,40 KENMARE STREET,NEW YORK,10012,Manhattan,102.0,1.0,41.0,-73.99506486,40.72040906,"(40.72040905870429, -73.99506486284501)"
205,Business,4/15/20,Active,6/9/14,Sidewalk Cafe,TATANE CORP.,203,MOTT ST,,NEW YORK,10012,Manhattan,102.0,1.0,41.0,-73.99554821,40.72143836,"(40.721438362951226, -73.99554820664913)"
206,Business,4/15/16,Inactive,1/30/14,Sidewalk Cafe,98 KENMARE RESTAURANT GROUP LLC,98,KENMARE ST,,NEW YORK,10012,Manhattan,102.0,1.0,41.0,-73.99708866,40.72133686,"(40.72133685614058, -73.99708866145748)"
207,Business,4/15/17,Inactive,7/16/13,Sidewalk Cafe,14 SPRING STREET CAFE LLC,14,SPRING ST,,NEW YORK,10012,Manhattan,102.0,1.0,41.0,-73.99482308,40.72134776,"(40.7213477555961, -73.99482308365124)"
208,Business,4/15/15,Inactive,3/19/13,Sidewalk Cafe,FLORIO'S ENTERPRISES INC.,192,GRAND ST,,NEW YORK,10013,Manhattan,102.0,1.0,41.0,-73.99702743,40.7192426,"(40.719242603448414, -73.9970274255534)"
209,Business,4/15/19,Active,2/27/13,Sidewalk Cafe,PIACERE ENTERPRISES LLC,351,BROOME ST,,NEW YORK,10013,Manhattan,102.0,1.0,41.0,-73.99504326,40.71977502,"(40.719775018426766, -73.99504326466196)"
210,Business,3/3/19,Active,9/4/12,Sidewalk Cafe,161 MULBERRY RESTAURANT LLC,161,MULBERRY ST,,NEW YORK,10013,Manhattan,102.0,1.0,41.0,-73.99717531,40.71967079,"(40.71967078962582, -73.99717531462976)"
211,Business,4/15/20,Active,7/18/12,Sidewalk Cafe,JUICERIE LLC,19,KENMARE ST,,NEW YORK,10012,Manhattan,102.0,1.0,41.0,-73.99466441,40.720535299999995,"(40.72053529975445, -73.99466441397763)"
212,Business,4/15/20,Inactive,6/22/12,Sidewalk Cafe,"TRAVERTINE, LLC",19,KENMARE ST,,NEW YORK,10012,Manhattan,102.0,1.0,41.0,-73.99466441,40.720535299999995,"(40.72053529975445, -73.99466441397763)"
213,Business,12/15/19,Inactive,6/11/12,Sidewalk Cafe,132 MULBERRY INC,132,MULBERRY ST,,NEW YORK,10013,Manhattan,102.0,1.0,41.0,-73.99777781,40.71838626,"(40.718386255395664, -73.9977778127041)"
214,Business,4/15/16,Inactive,6/1/12,Sidewalk Cafe,TOBY'S PUBLIC HOUSE II LLC,86,KENMARE ST,,NEW YORK,10012,Manhattan,102.0,1.0,41.0,-73.99670626,40.721205100000006,"(40.72120509742076, -73.99670626166723)"
215,Business,5/15/19,Active,4/27/12,Sidewalk Cafe,343 BROOME STREET RESTAURANT INC,343,BROOME ST,,NEW YORK,10013,Manhattan,102.0,1.0,41.0,-73.99468974,40.71963502,"(40.719635019942864, -73.99468973865227)"
216,Business,12/15/18,Inactive,3/15/12,Sidewalk Cafe,18 FRONT INC.,18,SPRING ST,,NEW YORK,10012,Manhattan,102.0,1.0,41.0,-73.99497459999999,40.72141089,"(40.72141089175726, -73.99497459839357)"
217,Business,4/15/19,Active,6/7/11,Sidewalk Cafe,"ST. JUDE ENTERPRISES, LLC",174,MULBERRY ST,,NEW YORK,10013,Manhattan,102.0,1.0,41.0,-73.99692998,40.72023346,"(40.720233458968636, -73.99692997759354)"
218,Business,4/15/19,Active,4/25/11,Sidewalk Cafe,"ELI-LILLA, INC.",385,BROOME ST,,NEW YORK,10013,Manhattan,102.0,1.0,41.0,-73.99672073,40.72045029,"(40.720450289159444, -73.99672072920482)"
219,Business,9/15/19,Active,2/25/11,Sidewalk Cafe,"CHERRY LANE, INC.",349,BROOME ST,,NEW YORK,10013,Manhattan,102.0,1.0,41.0,-73.99495669,40.71973933,"(40.71973933279704, -73.99495668683231)"
220,Business,12/15/19,Active,2/23/11,Sidewalk Cafe,PSSP NY INC.,143,MULBERRY ST,,NEW YORK,10013,Manhattan,102.0,1.0,41.0,-73.99758659999999,40.71876777,"(40.71876777313678, -73.99758660420298)"
221,Business,9/15/19,Inactive,2/14/11,Sidewalk Cafe,SUD123 INCORPORATED,178,MULBERRY ST,,NEW YORK,10012,Manhattan,102.0,1.0,41.0,-73.99678566,40.720603999999994,"(40.72060399749035, -73.99678565784696)"
222,Business,12/15/16,Inactive,2/2/10,Sidewalk Cafe,151 MULBERRY ST. CORP.,151,MULBERRY ST,,NEW YORK,10013,Manhattan,102.0,1.0,41.0,-73.99745673,40.71902029,"(40.719020288217514, -73.99745672573498)"
223,Business,12/15/18,Inactive,2/1/10,Sidewalk Cafe,"P.J.'S OF LITTLE ITALY, INC.",138,MULBERRY ST,,NEW YORK,10013,Manhattan,102.0,1.0,41.0,-73.99766958,40.7185729,"(40.71857289691401, -73.99766958277081)"
224,Business,4/30/19,Active,1/19/10,Sidewalk Cafe,NEW RESTART INC.,145,MULBERRY ST,,NEW YORK,10013,Manhattan,102.0,1.0,41.0,-73.99755053,40.7188309,"(40.71883090184477, -73.99755052720725)"
225,Business,9/15/19,Active,12/31/07,Sidewalk Cafe,"LA MELA RISTORANTE ITALIANO, INC.",167,MULBERRY ST,,NEW YORK,10013,Manhattan,102.0,1.0,41.0,-73.99707790000001,40.71991782,"(40.719917815522344, -73.99707790085536)"
226,Business,4/15/19,Active,4/15/07,Sidewalk Cafe,"ASC, INC.",134,MULBERRY ST,,NEW YORK,10013,Manhattan,102.0,1.0,41.0,-73.99774174,40.71844938,"(40.71844938416683, -73.99774173609602)"
227,Business,4/15/15,Inactive,4/15/07,Sidewalk Cafe,BUONA NOTTE INC.,120,MULBERRY ST,,NEW YORK,10013,Manhattan,102.0,1.0,41.0,-73.9981494,40.71778516,"(40.717785159566695, -73.99814939642602)"
228,Business,4/15/17,Inactive,4/10/07,Sidewalk Cafe,"RED MULBERRY, LTD.",105,MULBERRY ST,,NEW YORK,10013,Manhattan,102.0,1.0,41.0,-73.99840192,40.71742011,"(40.71742011026874, -73.99840192418509)"
229,Business,4/15/19,Active,4/10/07,Sidewalk Cafe,164 MULBERRY ST. CORP.,164,MULBERRY ST,,NEW YORK,10013,Manhattan,102.0,1.0,41.0,-73.99711398,40.71977509,"(40.71977508895523, -73.9971139823339)"
230,Business,9/15/19,Active,3/8/07,Sidewalk Cafe,AKRAM RESTAURANT MANAGEMENT INC.,129,MULBERRY ST,,NEW YORK,10013,Manhattan,102.0,1.0,41.0,-73.99783553,40.71833136,"(40.71833136130082, -73.99783553363737)"
